Date,Low,Open,Volume,High,Close,Adjusted Close
2-12-82,0.083705001,0.083705001,19644800,0.084262997,0.083705001,0.065429598
2-16-82,0.082030997,0.082589,34316800,0.082589,0.082030997,0.06412109
2-17-82,0.083146997,0.083146997,25580800,0.083705001,0.083146997,0.064993419
2-18-82,0.084262997,0.084262997,28380800,0.084821001,0.084262997,0.065865748
2-19-82,0.083705001,0.084262997,13596800,0.084262997,0.083705001,0.065429598
2-22-82,0.082589,0.083146997,26633600,0.083146997,0.082589,0.064557232
2-23-82,0.081473,0.082030997,34540800,0.082030997,0.081473,0.063684918
2-24-82,0.082030997,0.082030997,37945600,0.082589,0.082030997,0.06412109
2-25-82,0.081473,0.082030997,30800000,0.082030997,0.081473,0.063684918
2-26-82,0.081473,0.081473,17427200,0.082030997,0.081473,0.063684918
3-1-82,0.082030997,0.082030997,35302400,0.082589,0.082030997,0.06412109
3-2-82,0.082030997,0.082030997,34809600,0.082589,0.082030997,0.06412109
3-3-82,0.082030997,0.082030997,23654400,0.082589,0.082030997,0.06412109
3-4-82,0.080357,0.080914997,38371200,0.080914997,0.080357,0.062812552
3-5-82,0.074219003,0.074777,45315200,0.074777,0.074219003,0.058014683
3-8-82,0.073103003,0.073661,35145600,0.073661,0.073103003,0.057142347
3-9-82,0.073661,0.073661,52505600,0.074219003,0.073661,0.057578534
3-10-82,0.072544999,0.073103003,86934400,0.073103003,0.072544999,0.056706157
3-11-82,0.072544999,0.072544999,22579200,0.073661,0.072544999,0.056706157
3-12-82,0.068080001,0.068637997,46547200,0.068637997,0.068080001,0.053216018
3-15-82,0.067521997,0.068080001,51363200,0.068080001,0.067521997,0.05277985
3-16-82,0.066405997,0.066964,47152000,0.066964,0.066405997,0.051907513
3-17-82,0.063057996,0.063616,50489600,0.063616,0.063057996,0.049290489
3-18-82,0.068080001,0.068080001,56336000,0.068637997,0.068080001,0.053216018
3-19-82,0.074219003,0.074219003,65811200,0.074777,0.074219003,0.058014683
3-22-82,0.079798996,0.079798996,69193600,0.080357,0.079798996,0.062376406
3-23-82,0.078682996,0.079241,55955200,0.079241,0.078682996,0.061504032
3-24-82,0.074219003,0.074777,51609600,0.074777,0.074219003,0.058014683
3-25-82,0.073661,0.074219003,84112000,0.074219003,0.073661,0.057578534
3-26-82,0.072544999,0.073103003,50780800,0.073103003,0.072544999,0.056706157
3-29-82,0.074219003,0.074219003,67603200,0.074777,0.074219003,0.058014683
3-30-82,0.075335003,0.075335003,77952000,0.075893,0.075335003,0.058887035
3-31-82,0.075335003,0.075335003,50153600,0.075893,0.075335003,0.058887035
4-1-82,0.079241,0.079241,59136000,0.079798996,0.079241,0.061940208
4-2-82,0.079241,0.079241,84806400,0.079798996,0.079241,0.061940208
4-5-82,0.079241,0.079241,86643200,0.079798996,0.079241,0.061940208
4-6-82,0.078682996,0.079241,71590400,0.079241,0.078682996,0.061504032
4-7-82,0.077567004,0.078125,29097600,0.078125,0.077567004,0.060631707
4-8-82,0.078125,0.078125,23990400,0.078682996,0.078125,0.061067894
4-12-82,0.077567004,0.078125,44307200,0.078682996,0.077567004,0.060631707
4-13-82,0.071428999,0.071987003,85299200,0.071987003,0.071428999,0.055833839
4-14-82,0.071987003,0.071987003,113590400,0.072544999,0.071987003,0.056270018
4-15-82,0.073103003,0.073103003,164281600,0.073661,0.073103003,0.057142347
4-16-82,0.075335003,0.075335003,104048000,0.075893,0.075335003,0.058887035
4-19-82,0.073661,0.074777,41283200,0.074777,0.073661,0.057578534
4-20-82,0.070312999,0.070871003,80550400,0.070871003,0.070312999,0.054961491
4-21-82,0.069753997,0.070312999,73024000,0.070312999,0.069753997,0.054524515
4-22-82,0.068637997,0.069196001,52595200,0.069196001,0.068637997,0.053652193
4-23-82,0.068637997,0.068637997,48294400,0.069196001,0.068637997,0.053652193
4-26-82,0.070312999,0.070312999,57926400,0.070871003,0.070312999,0.054961491
4-27-82,0.068080001,0.068637997,70268800,0.068637997,0.068080001,0.053216018
4-28-82,0.065289997,0.065848,99232000,0.065848,0.065289997,0.051035147
4-29-82,0.065289997,0.065289997,82230400,0.065848,0.065289997,0.051035147
4-30-82,0.065848,0.065848,277401600,0.066405997,0.065848,0.05147133
5-3-82,0.068080001,0.068080001,82700800,0.068637997,0.068080001,0.053216018
5-4-82,0.070312999,0.070312999,73987200,0.070871003,0.070312999,0.054961491
5-5-82,0.069196001,0.070312999,53939200,0.070312999,0.069196001,0.054088362
5-6-82,0.071428999,0.071428999,75465600,0.071987003,0.071428999,0.055833839
5-7-82,0.072544999,0.072544999,84716800,0.073103003,0.072544999,0.056706157
5-10-82,0.071428999,0.071987003,31606400,0.071987003,0.071428999,0.055833839
5-11-82,0.069196001,0.069753997,103017600,0.069753997,0.069196001,0.054088362
5-12-82,0.067521997,0.068080001,71008000,0.068080001,0.067521997,0.05277985
5-13-82,0.068080001,0.068080001,54454400,0.068637997,0.068080001,0.053216018
5-14-82,0.065289997,0.066405997,95737600,0.066405997,0.065289997,0.051035147
5-17-82,0.064173996,0.064732,76204800,0.064732,0.064173996,0.050162822
5-18-82,0.063057996,0.063616,122035200,0.063616,0.063057996,0.049290489
5-19-82,0.0625,0.063057996,75286400,0.063057996,0.0625,0.048854318
5-20-82,0.063057996,0.063057996,27619200,0.063616,0.063057996,0.049290489
5-21-82,0.063616,0.063616,38841600,0.064173996,0.063616,0.049726658
5-24-82,0.064173996,0.064173996,31987200,0.064732,0.064173996,0.050162822
5-25-82,0.064173996,0.064173996,51564800,0.064732,0.064173996,0.050162822
5-26-82,0.063616,0.064173996,43276800,0.064173996,0.063616,0.049726658
5-27-82,0.0625,0.063057996,31248000,0.063057996,0.0625,0.048854318
5-28-82,0.0625,0.0625,19196800,0.063057996,0.0625,0.048854318
